HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HBS,ABS,HC,AC,HOFF,AOFF,HTP,ATP,HKP,AKP,HAP,AAP,HAC,AAC,HALB,AALB,HT,AT,HT,AT,HT,AT,HGS,AGS,Resultado
FC Pisa,FC Cosenza,3,1,46%,54%,15,16,4,4,5,11,1,2,344,398,11,12,244 (70%),315 (79%),4 (18%),15 (45%),38 (35%),53 (61%),13,15,9,9,22,18,3,4,2
Génova (Genova),FC Brescia,1,1,63%,37%,14,0,5,3,3,0,1,0,499,281,5,10,373 (74%),173 (61%),3 (20%),4 (23%),44 (44%),24 (27%),12,14,7,16,26,15,2,2,0
FC Cagliari,Regina (Reggio Calabria),1,1,57%,43%,10,3,2,4,7,3,2,3,409,334,9,8,325 (79%),239 (71%),4 (19%),5 (21%),43 (47%),41 (49%),16,13,9,10,23,15,3,2,0
FC Parma,FC Como.,1,0,42%,58%,10,1,3,5,6,1,6,3,286,420,5,9,194 (67%),331 (78%),3 (33%),6 (37%),33 (35%),34 (43%),13,15,6,2,14,10,3,2,1
Modena FC,FC Palermo,0,2,58%,42%,16,11,8,2,0,1,6,2,468,348,11,6,396 (84%),276 (79%),7 (24%),1 (5%),21 (51%),54 (45%),9,9,5,9,12,22,6,5,-2
SPAL (Ferrara),Sudtirol,1,1,58%,42%,14,19,4,7,7,5,1,0,523,349,14,15,464 (88%),290 (83%),6 (27%),8 (33%),61 (75%),32 (56%),18,9,8,11,14,11,3,2,0
Unione Venezia,Ascoli,0,2,58%,42%,16,2,5,2,6,2,2,4,454,346,5,6,339 (74%),245 (70%),2 (15%),3 (20%),36 (42%),27 (36%),20,11,11,20,15,17,2,2,-2
FC Benevento,FC Pisa,0,0,42%,58%,10,1,2,5,1,1,0,3,297,440,7,7,209 (70%),347 (78%),5 (17%),4 (21%),27 (33%),43 (47%),12,12,11,11,20,20,3,2,0
FC Cosenza,Frosinone,1,2,42%,58%,22,3,9,5,10,2,0,3,308,420,2,15,221 (71%),319 (75%),2 (11%),8 (29%),35 (38%),23 (33%),12,11,11,10,25,16,3,1,-1
FC Bari,FC Ternana,0,0,52%,48%,21,6,1,8,5,3,0,3,396,378,18,3,320 (80%),294 (77%),7 (31%),2 (16%),33 (45%),35 (47%),26,18,9,8,14,18,1,7,0
FC Pisa,Modena FC,4,2,49%,51%,16,11,1,5,2,0,5,5,369,378,13,9,302 (81%),297 (78%),6 (27%),5 (26%),43 (58%),49 (51%),12,13,11,12,17,16,1,5,2
FC Palermo,FC Cittadella,0,0,52%,48%,12,12,4,3,5,2,2,2,359,323,8,10,256 (71%),230 (71%),6 (28%),7 (43%),31 (36%),36 (38%),16,22,6,8,11,23,1,3,0
FC Ternana,Génova (Genova),1,2,33%,67%,13,19,10,3,6,0,1,4,268,528,9,14,171 (63%),440 (83%),4 (40%),3 (13%),34 (36%),29 (42%),21,23,15,18,26,16,8,4,-1
Sudtirol,FC Parma,1,0,28%,72%,16,0,3,0,8,1,0,2,239,616,4,11,137 (57%),526 (85%),0 (0%),8 (22%),22 (23%),25 (36%),23,8,7,3,34,5,4,2,1
Frosinone,FC Bari,1,0,67%,33%,22,10,9,1,10,1,5,3,535,274,19,1,454 (84%),183 (66%),5 (16%),0 (0%),49 (64%),22 (24%),12,13,4,12,4,28,1,2,1
Regina (Reggio Calabria),FC Perugia,2,3,73%,27%,28,10,14,7,2,0,1,10,486,181,15,5,410 (84%),101 (55%),8 (18%),2 (28%),44 (64%),21 (28%),11,27,4,9,9,39,4,12,-1
FC Brescia,Unione Venezia,1,1,43%,57%,10,14,1,3,7,5,0,1,365,510,7,12,242 (66%),398 (78%),3 (12%),7 (36%),36 (34%),47 (41%),16,9,8,17,19,16,2,5,0
FC Como.,FC Benevento,2,1,35%,65%,14,1,0,3,11,4,1,3,248,431,4,10,163 (65%),346 (80%),1 (16%),8 (22%),27 (33%),40 (57%),18,6,12,6,28,14,5,2,1
SPAL (Ferrara),FC Cosenza,5,0,53%,47%,1,1,2,5,4,2,4,4,443,379,7,7,392 (88%),325 (85%),2 (22%),3 (16%),36 (58%),25 (59%),16,15,7,4,9,11,1,1,5
FC Bari,Ascoli,0,2,61%,39%,16,7,1,8,3,1,1,4,410,256,12,5,339 (82%),185 (72%),7 (28%),2 (16%),15 (38%),36 (37%),10,24,9,11,9,17,0,1,-2
FC Parma,Regina (Reggio Calabria),2,0,44%,56%,12,2,4,3,2,3,5,2,347,446,5,9,263 (75%),366 (82%),2 (14%),10 (33%),29 (34%),46 (56%),16,13,10,6,18,14,2,1,2
FC Cagliari,FC Brescia,2,1,41%,59%,1,3,2,4,6,3,0,2,370,532,7,6,288 (77%),430 (80%),2 (22%),4 (19%),33 (40%),39 (45%),12,15,7,7,19,8,1,1,1
Modena FC,FC Como.,5,1,50%,50%,19,11,3,2,11,5,1,3,374,366,14,7,307 (82%),298 (81%),6 (28%),3 (14%),41 (61%),32 (47%),6,23,10,9,23,20,2,3,4
FC Cosenza,Génova (Genova),1,2,46%,54%,12,0,3,1,1,3,7,1,366,429,3,8,286 (78%),337 (78%),2 (18%),8 (42%),28 (35%),23 (27%),17,7,12,10,21,12,5,1,-1
FC Palermo,FC Pisa,3,3,40%,60%,15,11,6,2,4,3,1,2,239,367,12,8,155 (64%),292 (79%),6 (27%),5 (21%),28 (27%),31 (44%),8,13,10,10,13,22,3,1,0
FC Cittadella,SPAL (Ferrara),0,0,34%,66%,14,11,1,0,6,3,1,3,239,493,10,1,163 (68%),413 (83%),6 (23%),5 (20%),28 (41%),39 (54%),9,18,8,8,16,32,1,2,0
FC Benevento,FC Ternana,2,3,59%,41%,15,10,4,0,1,0,4,5,405,285,6,5,317 (78%),197 (69%),5 (23%),2 (18%),43 (49%),16 (25%),7,14,5,12,17,19,4,0,-1
Unione Venezia,Frosinone,1,3,53%,47%,12,17,2,3,6,7,0,2,462,379,7,12,352 (76%),275 (72%),4 (19%),11 (40%),39 (46%),29 (39%),15,12,9,16,22,19,5,2,-2
Sudtirol,FC Benevento,1,1,40%,60%,10,1,3,6,3,2,0,2,336,532,9,7,261 (77%),449 (84%),7 (30%),5 (38%),41 (45%),19 (30%),14,14,12,8,9,20,1,3,0
Regina (Reggio Calabria),FC Cosenza,3,0,52%,48%,17,4,3,4,8,1,1,0,409,369,12,5,344 (84%),298 (80%),6 (33%),5 (25%),38 (54%),26 (49%),12,16,6,12,12,20,0,4,3
Frosinone,SPAL (Ferrara),2,0,45%,55%,16,10,2,4,5,7,1,2,358,428,14,7,288 (80%),347 (81%),4 (22%),4 (28%),32 (46%),21 (30%),10,19,9,11,15,9,2,5,2
FC Pisa,FC Parma,0,0,46%,54%,10,19,2,5,7,5,3,3,378,445,7,17,283 (74%),357 (80%),5 (22%),8 (34%),27 (31%),34 (45%),26,13,10,10,24,14,7,1,0
Unione Venezia,FC Bari,1,2,63%,37%,11,16,2,7,0,1,9,8,511,304,7,11,449 (87%),240 (78%),4 (12%),2 (15%),37 (50%),28 (43%),14,20,7,9,13,30,3,2,-1
FC Ternana,FC Palermo,3,0,49%,51%,12,1,1,7,2,5,0,2,344,376,11,2,234 (68%),271 (72%),8 (50%),1 (8%),33 (32%),35 (44%),8,8,18,11,13,15,0,2,3
FC Brescia,FC Cittadella,1,1,50%,50%,1,1,2,4,2,1,1,4,336,344,6,6,208 (61%),216 (62%),3 (33%),9 (39%),40 (29%),41 (39%),12,7,8,7,27,9,3,1,0
Ascoli,Modena FC,1,2,50%,50%,17,13,6,1,6,4,1,2,373,379,13,11,267 (71%),286 (75%),9 (34%),1 (7%),54 (44%),24 (41%),12,18,15,11,13,22,3,2,-1
Génova (Genova),FC Cagliari,0,0,59%,41%,15,6,1,5,2,5,3,3,509,346,13,5,411 (80%),241 (69%),3 (15%),3 (21%),32 (44%),33 (40%),13,14,9,12,15,23,0,5,0
FC Perugia,FC Pisa,1,3,59%,41%,11,13,3,2,0,1,5,1,351,265,8,8,240 (68%),157 (59%),7 (22%),2 (22%),35 (48%),35 (30%),11,16,6,17,10,29,5,2,-2
Modena FC,Regina (Reggio Calabria),1,0,40%,60%,16,1,4,0,6,1,6,3,302,454,5,11,234 (77%),370 (81%),3 (21%),8 (32%),21 (30%),38 (55%),14,14,9,11,34,12,4,2,1
FC Bari,FC Brescia,6,2,43%,57%,17,4,1,3,6,2,1,2,339,430,13,8,282 (83%),366 (85%),6 (60%),3 (12%),37 (55%),31 (53%),14,19,11,14,25,12,1,1,4
FC Cagliari,Unione Venezia,1,4,63%,37%,18,15,6,2,6,3,1,1,570,336,11,9,489 (85%),253 (75%),6 (20%),5 (38%),29 (50%),25 (31%),11,15,5,7,10,24,4,3,-3
FC Palermo,Sudtirol,0,1,63%,37%,21,13,9,5,6,4,2,0,495,297,12,11,406 (82%),194 (65%),5 (15%),4 (44%),23 (44%),32 (29%),9,18,7,10,9,29,4,3,-1
FC Cittadella,FC Ternana,0,2,53%,47%,12,10,5,0,2,5,0,1,339,310,10,10,210 (61%),181 (58%),6 (23%),5 (31%),31 (34%),33 (24%),15,17,8,10,12,32,3,2,-2
FC Parma,Frosinone,2,1,47%,53%,14,1,6,2,0,3,7,2,298,324,4,10,218 (73%),243 (75%),6 (46%),6 (20%),17 (37%),29 (43%),18,19,7,5,34,11,2,2,1
SPAL (Ferrara),Génova (Genova),0,2,47%,53%,10,4,1,5,3,7,4,3,409,462,5,8,305 (74%),367 (79%),3 (18%),3 (15%),51 (54%),29 (38%),17,11,11,15,15,11,3,1,-2
FC Cosenza,FC Como.,3,1,36%,64%,17,11,4,3,5,5,3,1,263,455,4,11,164 (62%),358 (78%),2 (20%),2 (8%),24 (26%),41 (65%),24,23,11,6,37,15,2,0,2
Génova (Genova),Modena FC,1,0,65%,35%,12,3,2,7,2,2,2,1,492,263,12,6,394 (80%),169 (64%),1 (5%),0 (0%),37 (38%),26 (34%),20,23,5,15,11,24,2,4,1
Ascoli,FC Parma,1,3,56%,44%,16,10,4,3,3,0,3,1,480,378,10,6,339 (70%),253 (66%),6 (28%),3 (25%),44 (35%),41 (32%),23,15,13,16,15,23,1,4,-2
FC Cagliari,FC Bari,0,1,60%,40%,10,2,0,1,0,1,4,3,516,354,6,2,444 (86%),283 (79%),4 (21%),0 (0%),38 (59%),39 (44%),14,21,12,13,10,21,0,1,-1
Sudtirol,FC Cosenza,1,1,32%,68%,19,12,5,4,6,1,1,0,243,533,13,8,167 (68%),462 (86%),7 (31%),2 (11%),44 (45%),34 (57%),18,13,11,13,16,24,5,7,0
FC Como.,SPAL (Ferrara),3,3,37%,63%,13,18,3,5,4,6,2,1,268,470,11,11,201 (75%),393 (83%),0 (0%),9 (36%),28 (45%),39 (62%),19,17,7,19,30,19,3,3,0
Frosinone,FC Palermo,1,0,47%,53%,14,13,3,1,3,1,1,2,332,363,9,11,248 (74%),268 (73%),5 (35%),8 (33%),25 (30%),25 (36%),11,15,13,5,18,13,3,2,1
Regina (Reggio Calabria),FC Cittadella,3,0,47%,53%,2,1,2,3,4,1,3,4,323,355,6,5,210 (65%),248 (69%),7 (36%),2 (10%),24 (27%),22 (28%),13,18,7,6,12,18,2,0,3
Unione Venezia,FC Pisa,1,1,65%,35%,18,12,2,0,10,1,0,2,568,325,12,5,468 (82%),228 (70%),9 (36%),4 (36%),44 (47%),30 (36%),15,15,10,16,6,18,1,3,0
FC Brescia,FC Benevento,1,0,54%,46%,14,10,3,3,5,5,1,0,431,374,10,7,355 (82%),282 (75%),7 (26%),7 (29%),41 (58%),24 (29%),9,13,10,9,25,22,4,3,1
FC Perugia,Ascoli,1,0,32%,68%,15,1,3,7,2,0,1,2,221,497,12,5,120 (54%),390 (78%),4 (19%),4 (33%),30 (30%),63 (60%),18,6,11,13,22,16,2,5,1
Modena FC,FC Brescia,1,3,48%,52%,12,12,1,3,0,1,10,3,361,401,9,9,278 (77%),307 (76%),7 (20%),5 (33%),28 (42%),50 (56%),18,21,8,6,16,19,4,4,-2
FC Cosenza,FC Bari,0,1,43%,57%,18,10,1,4,3,3,3,3,317,430,6,15,252 (79%),369 (85%),0 (0%),4 (36%),28 (45%),33 (47%),11,27,8,5,9,18,3,1,-1
FC Pisa,Regina (Reggio Calabria),0,1,51%,49%,12,3,3,7,2,4,3,3,389,393,8,6,294 (75%),290 (73%),8 (32%),4 (36%),22 (24%),40 (39%),15,10,10,11,8,22,2,2,-1
FC Como.,Sudtirol,0,2,66%,34%,16,17,5,3,0,1,7,5,505,243,12,12,434 (85%),174 (71%),3 (12%),5 (25%),31 (46%),40 (44%),11,16,6,16,19,28,3,3,-2
FC Benevento,FC Cagliari,0,2,47%,53%,13,2,2,7,4,3,2,3,354,435,13,7,286 (80%),355 (81%),10 (23%),1 (12%),28 (40%),49 (55%),11,4,11,9,10,27,1,6,-2
FC Parma,FC Ternana,2,3,61%,39%,21,12,5,1,5,2,0,3,478,311,14,5,387 (80%),215 (69%),9 (37%),1 (14%),32 (38%),19 (38%),18,29,8,12,6,17,1,2,-1
FC Cittadella,Frosinone,1,0,55%,45%,14,12,10,2,2,2,3,3,384,310,9,9,276 (71%),201 (64%),5 (26%),4 (28%),31 (37%),40 (33%),19,18,18,10,11,19,4,1,1
FC Palermo,Génova (Genova),1,0,35%,65%,10,13,0,3,2,7,1,4,257,480,7,8,183 (71%),395 (82%),2 (33%),4 (26%),21 (32%),22 (43%),13,12,13,9,22,4,5,5,1
Génova (Genova),FC Parma,3,3,55%,45%,13,10,5,2,1,0,5,5,379,299,6,7,304 (80%),216 (72%),2 (15%),4 (28%),17 (32%),43 (45%),18,24,11,10,20,10,1,2,0
FC Brescia,FC Perugia,2,1,63%,37%,18,16,4,8,4,5,1,1,456,274,14,9,352 (77%),156 (56%),7 (36%),4 (33%),50 (43%),37 (37%),11,9,8,7,30,16,3,4,1
Frosinone,FC Como.,2,0,48%,52%,23,11,10,4,5,8,5,1,382,423,20,6,300 (78%),337 (79%),4 (17%),5 (31%),23 (35%),34 (53%),14,23,5,9,17,26,3,7,2
FC Ternana,FC Cosenza,1,1,42%,58%,11,3,1,4,1,1,1,3,298,417,9,2,230 (77%),335 (80%),4 (40%),0 (0%),25 (45%),19 (31%),12,11,12,11,10,10,1,3,0
FC Bari,SPAL (Ferrara),2,2,44%,56%,15,18,2,5,7,5,1,1,330,441,11,12,265 (80%),366 (82%),1 (6%),9 (37%),26 (38%),28 (51%),15,16,12,8,19,11,3,4,0
Regina (Reggio Calabria),FC Palermo,3,0,41%,59%,10,11,5,2,2,8,5,3,314,436,7,8,251 (79%),369 (84%),2 (25%),10 (34%),21 (30%),27 (49%),13,13,16,6,24,10,2,0,3
Ascoli,FC Cittadella,0,0,58%,42%,13,1,4,2,5,0,2,2,438,309,7,11,356 (81%),226 (73%),2 (16%),5 (29%),51 (60%),22 (30%),7,14,14,14,19,15,2,3,0
Unione Venezia,FC Benevento,0,2,56%,44%,13,3,6,6,9,3,2,2,460,357,6,10,371 (80%),260 (72%),3 (17%),7 (30%),42 (47%),40 (51%),11,21,7,10,19,21,2,4,-2
FC Cagliari,Modena FC,1,0,55%,45%,24,14,10,11,11,3,2,8,439,368,16,13,353 (80%),281 (76%),4 (19%),4 (22%),50 (56%),37 (44%),14,17,10,14,15,23,1,10,1
FC Perugia,FC Bari,1,3,51%,49%,22,10,10,4,0,9,3,3,328,333,19,6,240 (73%),234 (70%),15 (51%),1 (16%),51 (53%),27 (33%),12,8,9,11,3,25,3,7,-2
FC Cittadella,Unione Venezia,1,1,43%,57%,16,5,4,6,0,2,1,4,301,416,10,6,213 (70%),320 (76%),3 (13%),0 (0%),27 (44%),37 (43%),26,18,21,12,9,20,1,2,0
FC Parma,FC Cosenza,1,0,55%,45%,15,6,1,7,3,1,2,5,414,348,12,6,321 (77%),252 (72%),6 (30%),5 (31%),25 (48%),43 (43%),23,24,7,18,14,9,1,3,1
Regina (Reggio Calabria),Sudtirol,4,0,52%,48%,16,2,4,3,4,2,4,0,463,439,10,4,402 (86%),363 (82%),3 (21%),3 (27%),17 (34%),31 (43%),7,13,10,15,18,12,1,6,4
FC Benevento,Frosinone,2,1,49%,51%,11,2,3,5,5,2,2,3,338,350,2,10,234 (69%),256 (73%),5 (23%),8 (38%),39 (27%),26 (37%),11,17,10,7,12,22,4,2,1
FC Pisa,Génova (Genova),0,1,58%,42%,15,12,3,2,3,4,2,1,435,315,9,10,328 (75%),199 (63%),2 (11%),4 (23%),43 (43%),31 (29%),11,31,10,17,16,22,5,4,-1
SPAL (Ferrara),FC Cagliari,1,0,38%,62%,13,2,5,2,5,3,3,2,294,451,8,10,211 (71%),376 (83%),5 (62%),2 (8%),31 (40%),63 (72%),10,11,14,8,20,8,2,2,1
Modena FC,FC Ternana,4,1,52%,48%,15,3,0,1,0,3,2,3,473,422,11,5,388 (82%),333 (78%),5 (27%),3 (20%),30 (36%),37 (46%),20,8,20,15,9,14,3,2,3
FC Palermo,Ascoli,2,3,53%,47%,11,0,1,12,2,1,3,1,396,373,7,7,328 (82%),293 (78%),9 (21%),0 (0%),17 (38%),39 (45%),10,9,16,9,6,25,3,5,-1
Frosinone,FC Brescia,3,0,49%,51%,14,3,2,4,3,0,1,2,351,448,11,6,240 (68%),334 (74%),2 (18%),6 (27%),28 (29%),29 (41%),14,25,9,10,20,11,2,2,3
Sudtirol,Unione Venezia,1,2,39%,61%,19,0,5,1,8,0,3,370,370,624,5,15,291 (78%),564 (90%),2 (66%),5 (17%),35 (46%),33 (55%),21,17,5,11,26,7,5,0,-1
FC Cosenza,Modena FC,2,1,54%,46%,14,1,3,8,4,1,1,1,337,371,6,10,266 (78%),302 (81%),1 (3%),5 (26%),62 (63%),21 (38%),17,13,11,13,17,18,3,1,1
FC Cagliari,FC Cittadella,2,1,61%,39%,17,12,5,1,9,2,3,1,573,302,12,5,478 (83%),213 (70%),10 (35%),2 (11%),66 (65%),23 (34%),8,13,3,10,24,24,2,6,1
FC Pisa,FC Como.,2,2,60%,40%,13,3,0,1,0,8,1,1,451,326,7,5,357 (79%),234 (71%),8 (22%),3 (27%),26 (39%),46 (42%),16,14,10,11,7,32,2,3,0
FC Perugia,FC Parma,0,0,38%,62%,18,3,9,2,6,5,5,2,280,482,6,13,163 (58%),365 (75%),5 (35%),3 (16%),37 (32%),32 (32%),25,15,12,12,28,12,3,2,0
Ascoli,SPAL (Ferrara),1,1,46%,54%,15,12,5,3,1,0,10,4,322,390,8,8,250 (77%),297 (76%),3 (13%),2 (28%),34 (45%),29 (36%),14,22,10,15,6,18,5,1,0
Génova (Genova),FC Benevento,0,0,64%,36%,12,3,2,8,1,4,2,3,485,275,8,5,399 (82%),185 (67%),8 (27%),1 (10%),40 (66%),45 (36%),11,26,5,16,9,17,1,5,0
FC Bari,FC Palermo,1,1,63%,37%,18,7,1,5,4,3,3,2,527,317,15,6,464 (88%),258 (81%),2 (10%),1 (11%),30 (53%),22 (41%),15,11,11,10,4,19,3,4,0
FC Benevento,FC Cosenza,0,1,60%,40%,18,11,6,3,8,5,2,2,507,248,15,6,424 (83%),172 (69%),4 (11%),1 (5%),40 (50%),24 (24%),18,7,12,5,9,33,1,1,-1
FC Brescia,Sudtirol,2,0,48%,52%,20,2,8,4,5,3,2,1,393,455,6,14,306 (77%),365 (80%),1 (8%),7 (31%),29 (43%),40 (48%),10,12,7,8,18,11,4,2,2
Ascoli,FC Ternana,2,1,50%,50%,10,1,3,4,7,1,6,2,336,355,4,6,243 (72%),263 (74%),4 (30%),4 (22%),36 (40%),20 (27%),11,19,12,8,17,15,2,3,1
Modena FC,Frosinone,0,1,53%,47%,13,17,3,5,5,7,2,1,377,314,10,11,266 (70%),219 (69%),5 (25%),4 (28%),22 (36%),27 (25%),21,24,8,10,16,16,4,4,-1
Unione Venezia,Génova (Genova),1,2,44%,56%,10,15,0,3,1,10,3,2,402,392,5,9,309 (76%),291 (74%),3 (21%),8 (36%),40 (47%),19 (28%),15,13,15,10,18,16,4,5,-1
FC Palermo,FC Perugia,2,0,55%,45%,12,3,4,1,0,2,6,2,420,303,9,7,346 (82%),220 (72%),2 (15%),2 (13%),40 (56%),27 (34%),11,13,12,14,16,7,0,1,2
FC Como.,FC Cagliari,1,1,48%,52%,12,1,3,6,5,0,2,1,356,468,8,11,282 (79%),405 (86%),2 (9%),5 (19%),65 (53%),41 (60%),17,16,10,5,18,18,1,2,0
FC Cittadella,FC Pisa,4,3,54%,46%,15,16,4,2,2,0,5,5,349,287,6,14,247 (70%),182 (63%),5 (21%),7 (46%),40 (40%),28 (36%),13,14,12,13,13,17,5,2,1
FC Parma,FC Bari,2,2,54%,46%,10,1,2,0,1,6,3,1,502,393,7,7,441 (87%),336 (85%),3 (12%),1 (10%),24 (48%),33 (50%),18,17,11,7,7,21,3,4,0
